Score;Genres;Type;Episodes;Studios;Source
5.99;Adventure, Comedy, Historical, Mecha;TV;24;Tatsunoko Production;Original
5.99;Music, Romance, Fantasy;Music;1;Kaname Productions;Music
5.99;Action, Adventure, Magic, Fantasy;TV;12;Brain's Base;Game
5.99;Historical, Seinen;Special;1;Unknown;Novel
5.99;Music, Slice of Life, School;ONA;1;G-angle;Original
5.99;Comedy, School;Special;1;Unknown;Original
5.98;Comedy, Supernatural;TV;50;Studio Pierrot;Picture book
5.98;Historical, Romance, Shoujo, Supernatural;OVA;2;Unknown;Manga
5.98;Sci-Fi, Mecha;ONA;6;Group TAC;Manga
5.98;Hentai, Music, Yuri;OVA;2;Unknown;Manga
5.98;Drama, Romance, School, Shoujo;OVA;2;Unknown;Manga
5.98;Comedy, Historical;TV;24;Unknown;Unknown
5.98;Drama, Harem, Hentai, Romance;OVA;2;Unknown;Visual novel
5.98;Hentai, School;OVA;2;Unknown;Visual novel
5.98;Hentai;OVA;2;Unknown;Visual novel
5.98;Adventure, Fantasy;OVA;4;J.C.Staff;Unknown
5.98;Action, Historical, Demons, Martial Arts, Samurai;OVA;1;Unknown;Unknown
5.98;Dementia, Music, Sci-Fi;Music;1;Studio 4�C;Unknown
5.98;Hentai;OVA;2;Studio Jam;Visual novel
5.98;Comedy, Romance, Ecchi;OVA;1;Madhouse;Manga
5.98;Hentai;OVA;2;Triple X;Original
5.98;Action, Sci-Fi, Super Power;OVA;2;Nippon Animation;Manga
5.98;Action, Drama, Game, Seinen;OVA;3;Gainax, Magic Bus;Manga
5.98;Action, Adventure, Comedy, Shounen;Movie;1;Unknown;Original
5.98;Romance;OVA;2;Unknown;Unknown
5.98;Adventure, Fantasy;Movie;1;Toei Animation;Unknown
5.98;Game, Shounen;Movie;1;Unknown;Original
5.98;Slice of Life;ONA;1;Unknown;Unknown
5.98;Military, Drama, Sci-Fi;Movie;1;Unknown;Novel
5.98;Action, Music;Music;1;Unknown;Original
5.98;Comedy, Supernatural;TV;13;Passione;Original
5.98;Action, Comedy, Ecchi, Shounen, Supernatural;TV;12;Bones;Manga
5.98;Comedy, Seinen;Special;4;Fanworks;Manga
5.98;Action, Adventure, Magic, Fantasy, Shounen;OVA;8;Unknown;Game
5.98;Adventure, Music, Romance, Fantasy;Music;1;Unknown;Music
5.98;Comedy, Parody;Movie;1;Studio Pierrot;Manga
5.98;Hentai;OVA;2;Queen Bee;Manga
5.98;Drama, Psychological;TV;12;TNK, Zero-G;Manga
5.98;Action, Historical;ONA;12;EMT Squared;Novel
5.98;Ecchi;ONA;6;Urban Product, UWAN Pictures;Other
5.98;Hentai, Demons, Supernatural;OVA;1;Teatro Nishi Tokyo Studio;Visual novel
5.97;Drama, Ecchi, Harem, Historical, Mecha, Supernatural;TV;13;Studio Hibari;Visual novel
5.97;Adventure, Comedy, Fantasy, Shounen;TV;13;Gonzo;Light novel
5.97;Adventure, Fantasy, Samurai, Shounen;OVA;5;Sunrise;Unknown
5.97;Action, Ecchi, Comedy;OVA;3;Studio Fantasia;Original
5.97;Action, Sci-Fi, Mecha;OVA;4;Studio Pierrot;Original
5.97;Hentai, Comedy, Magic, Romance;OVA;3;AIC;Unknown
5.97;Hentai;OVA;2;Unknown;Original
5.97;Action, Demons, Martial Arts;OVA;3;J.C.Staff;Novel
5.97;Comedy, Fantasy;TV;30;J.C.Staff, Production I.G;Game
5.97;Action, Sports, School, Shounen;TV;163;Nippon Animation;Unknown
5.97;Fantasy, Hentai, Supernatural, Horror;OVA;5;Unknown;Unknown
5.97;Hentai;OVA;5;Unknown;Original
5.97;Comedy, Romance, Slice of Life;TV;12;Gainax;Manga
5.97;Action, Sci-Fi, Police, Mecha;TV;22;Artmic;Original
5.97;Comedy, Ecchi;TV;23;Eiken;4-koma manga
5.97;Ecchi;Special;16;TAKI Corporation;Unknown
5.97;Comedy, Historical;TV;39;Studio Pierrot;Manga
5.97;Fantasy;OVA;4;Studio Deen;Original
5.97;Adventure, Kids, Fantasy;OVA;1;Studio 4�C;Unknown
5.97;Yaoi;OVA;1;Unknown;Manga
5.97;Hentai;OVA;2;Y.O.U.C;Visual novel
5.97;Adventure, Fantasy, Kids, Magic;OVA;1;Ajia-Do;Unknown
5.97;Kids, Fantasy;OVA;1;Unknown;Unknown
5.97;Action, Mecha, Sci-Fi;Movie;1;Unknown;Unknown
5.97;Comedy, Sci-Fi, Seinen;Movie;12;Gathering;Manga
5.97;Comedy;Movie;1;Studio Pierrot;Manga
5.97;Comedy, Kids, Fantasy;TV;48;Topcraft;Picture book
5.97;Dementia, Horror, Music;Music;1;Unknown;Music
5.97;Slice of Life, Music, Drama, Sci-Fi;Music;1;Unknown;Unknown
5.97;Kids, Slice of Life;Special;3;Studio Ghibli;Other
5.97;Comedy, Sci-Fi, Slice of Life, Sports;Special;1;Unknown;Original
5.97;Music, Fantasy;Music;1;Unknown;Music
5.97;Comedy, Historical, Supernatural;TV;17;Sotsu;Original
5.97;Game, Adventure, Cars, Kids, Mecha;TV;52;Unknown;Unknown
5.97;Psychological, Thriller;Movie;1;Unknown;Original
5.97;Shounen Ai;TV;8;Magic Bus;Manga
5.97;Romance, Ecchi, Josei;TV;8;Magic Bus;Manga
5.97;Military, Comedy;TV;12;Acca effe, Giga Production;Original
5.96;Ecchi, Fantasy, Romance, Comedy, Shounen;OVA;2;TNK;Manga
5.96;Romance, School, Drama;ONA;1;Unknown;Visual novel
5.96;Psychological, Comedy;Movie;1;Studio 4�C;Original
5.96;Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi;TV;13;Sunrise;Novel
5.96;Action, Martial Arts, Samurai;Movie;1;J.C.Staff;Unknown
5.96;Drama, Hentai, Romance;OVA;2;Unknown;Visual novel
5.96;Comedy, Romance, School, Shounen;OVA;1;Unknown;Unknown
5.96;Action, Mecha, Sci-Fi;OVA;1;Unknown;Original
5.96;Sci-Fi, Harem, Drama, Magic, Romance, Fantasy, Shoujo;OVA;2;Unknown;Game
5.96;Comedy, Fantasy;OVA;3;J.C.Staff;Manga
5.96;Drama, School;OVA;2;Unknown;Visual novel
5.96;Action, Sci-Fi, Music, Dementia, Horror;Music;1;Studio 4�C;Unknown
5.96;Action, Demons, Horror;OVA;2;Madhouse;Unknown
5.96;Comedy, Hentai, Magic;OVA;3;Unknown;Manga
5.96;Hentai;OVA;3;Unknown;Visual novel
5.96;Horror;OVA;1;Unknown;Original
5.96;Action, Sci-Fi, Adventure, Comedy, Super Power, Mecha;TV;52;Tatsunoko Production;Unknown
5.96;Action, Kids, Sports, Comedy;TV;52;Kate Arrow;Original
5.96;Action, Mecha, Sci-Fi, Space;Movie;1;Unknown;Unknown
5.96;Hentai;OVA;1;Unknown;Original
5.96;Music;Music;1;Studio Deen;Unknown
5.96;Action, Game, Shounen;TV;51;Unknown;Unknown
5.96;Fantasy, Kids;OVA;1;Unknown;Unknown
5.96;Adventure, Fantasy, Kids;OVA;1;Unknown;Book
5.96;Kids, Fantasy;OVA;1;Unknown;Unknown
5.96;Slice of Life, Comedy;TV;12;Unknown;Unknown
5.96;Music, Romance;Music;1;Unknown;Music
7.18;Slice of Life, Comedy, Kids, School;TV;12;Nippon Animation;Manga
5.96;Music, Slice of Life;TV;12;Studio Deen;Original
5.96;Hentai;ONA;2;SELFISH;Other
5.96;Slice of Life, Comedy, School;TV;12;Gainax Kyoto;Music
7.08;Action, Adventure, Fantasy, Shounen;TV;12;Toei Animation;Manga
5.95;Fantasy;OVA;1;Unknown;Other
5.95;Action, Demons, Horror;OVA;3;Unknown;Unknown
5.95;Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural;Movie;1;Madhouse;Novel
5.95;Sci-Fi;Special;1;Unknown;Unknown
5.95;Romance;OVA;1;Toei Animation;Unknown
5.95;Kids;TV;52;Unknown;Unknown
5.95;Psychological, Supernatural, Romance;Movie;1;Group TAC;Book
5.95;Adventure, Comedy;Special;1;Unknown;Unknown
5.95;Drama;OVA;1;Madhouse;Unknown
5.95;Adventure;OVA;1;Unknown;Unknown
5.95;Drama, Kids;OVA;1;Unknown;Unknown
5.95;Fantasy, Kids, Magic;Movie;1;Unknown;Unknown
5.95;Action, Adventure, Comedy, Shounen;TV;51;Unknown;Original
5.95;Kids, Adventure, Comedy, Super Power;Movie;1;Shin-Ei Animation;Unknown
5.95;Drama;Movie;1;Unknown;Unknown
5.95;Action, Supernatural;Movie;1;Studio Animal;Unknown
5.95;Action, Mecha, Sci-Fi, Space;Special;1;Sunrise;Original
5.95;Comedy, Magic, Parody;TV;12;Tatsunoko Production;Original
5.95;Action, Historical, Super Power, Samurai;ONA;6;Gainax, Gaina;Original
5.95;Fantasy;ONA;1;Unknown;Original
5.95;Harem, Romance;Special;4;Unknown;Other
5.95;Hentai;OVA;2;Unknown;Manga
5.95;Comedy;ONA;1;Kinema Citrus;Manga
5.95;Comedy;Movie;10;Unknown;Original
5.95;Magic;Movie;1;Studio Ghibli;Novel
5.94;Comedy, Romance;Movie;1;Bones;Visual novel
5.94;Action, Ecchi, Adventure, Comedy, Sci-Fi;OVA;7;Studio Fantasia;Original
5.94;Adventure, Comedy, Sci-Fi, Space;OVA;6;Gonzo;Game
5.94;Action, Demons, Horror;OVA;1;Madhouse;Manga
5.94;Action, Sci-Fi, Police;OVA;6;D.A.S.T.;Original
5.94;Mecha, Parody, Sci-Fi;OVA;6;Sunrise;Unknown
5.94;Hentai;OVA;3;Unknown;Visual novel
5.94;Sci-Fi, Adventure, Mystery, Romance;Special;1;Tezuka Productions;Original
5.94;Music, Kids;Music;1;Unknown;Original
5.94;Mecha;TV;20;Tatsunoko Production;Unknown
5.94;Mecha;OVA;2;Sunrise;Unknown
5.94;Comedy, Fantasy, Kids;TV;26;Tatsunoko Production;Unknown
5.94;Action, Adventure, Comedy, Mecha, Sci-Fi;TV;26;Tatsunoko Production;Unknown
5.94;Adventure, Comedy, Kids;Movie;1;Unknown;Unknown
5.94;Comedy;TV;30;Toei Animation;Original
5.94;Action, Comedy, Fantasy, Mecha, Parody;Movie;1;Sunrise;Unknown
5.94;Action, Magic;OVA;2;Nomad;Visual novel
5.94;Fantasy, Shounen;Movie;1;Shin-Ei Animation;Unknown
5.94;Music;Music;1;Studio Deen;Unknown
5.94;Action, Adventure, Comedy, Martial Arts, Shounen;Special;1;Studio Pierrot;Manga
5.94;Comedy, Parody;Movie;2;ufotable;4-koma manga
5.94;Hentai;OVA;1;Unknown;Visual novel
5.94;Slice of Life, Comedy, Ecchi, School;TV;13;Asahi Production;4-koma manga
5.94;School, Slice of Life;TV;12;SILVER LINK.;Game
5.94;Slice of Life, Fantasy, Music, Drama;Music;1;Unknown;Music
5.94;Ecchi, Drama;Special;2;Satelight;Visual novel
5.94;Drama, Sports;Special;1;Production I.G;Unknown
5.94;Fantasy;Movie;1;Signal.MD;Original
5.94;Hentai, Supernatural, Demons, Horror;Special;1;Studio Fantasia;Visual novel
5.94;Comedy, Magic;TV;12;Pine Jam;Web manga
5.94;Comedy;ONA;1;Gathering;Game
5.94;Comedy, Parody, Mecha;Special;1;Directions;Original
7.05;Comedy, Kids;TV;12;Gathering;Original
5.94;Game, Music;Special;1;Unknown;Game
5.94;Drama, Romance, School, Slice of Life;ONA;1;Seven Stone Entertainment;Manga
5.94;Fantasy;TV;12;EMT Squared;Light novel
5.94;Drama;Special;1;P.A. Works;Original
5.94;Comedy, Supernatural, Vampire, School;TV;12;Production I.G, Drive;Original
5.94;Music;Music;1;Unknown;Original
5.94;Horror, Romance, Shoujo;Special;1;Kyoto Animation, Shin-Ei Animation;Manga
5.93;Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space;TV;13;Radix;Original
5.93;Romance, Drama;OVA;3;Unknown;Visual novel
5.93;Fantasy, Hentai;OVA;2;Unknown;Unknown
5.93;Hentai;OVA;2;Unknown;Visual novel
5.93;Action, Parody, Mecha;OVA;6;Sunrise;Unknown
5.93;Hentai;OVA;2;Unknown;Visual novel
5.93;Hentai;OVA;2;Studio Jam;Visual novel
5.93;Hentai;OVA;2;Y.O.U.C;Original
5.93;Action, Sci-Fi;TV;12;Madhouse;Other
5.93;Hentai;OVA;2;Unknown;Original
5.93;Comedy, Demons;Movie;1;Unknown;Other
5.93;Action, Ecchi, Adventure, Comedy;OVA;3;Studio Fantasia;Original
5.93;Fantasy, Kids;TV;26;Unknown;Unknown
5.93;Hentai;OVA;2;Unknown;Visual novel
5.93;Hentai, Vampire;OVA;2;Unknown;Visual novel
5.93;Hentai;OVA;2;Unknown;Visual novel
5.93;Comedy;Special;6;Brain's Base;Manga
5.93;Hentai;OVA;2;PoRO;Visual novel
5.93;Historical, Shoujo;OVA;1;Unknown;Light novel
5.93;Comedy, Slice of Life;Special;1;Doga Kobo;Manga
5.93;Comedy, Josei, Slice of Life;TV;13;DLE;Manga
5.93;Comedy, Ecchi, Romance, School, Seinen;OVA;3;Unknown;Manga
5.93;Unknown;Movie;1;Unknown;Unknown
5.93;Drama;Special;1;A-1 Pictures;Game
5.93;Action, School;ONA;1;Unknown;Unknown
5.93;Action, Demons, Music, Sci-Fi, Shounen;OVA;1;Production Reed;Other
5.93;Comedy, School, Shoujo;Special;3;Unknown;Manga
5.93;Comedy, Sports, Shounen;Special;2;Millepensee;Manga
5.93;Sci-Fi, Comedy, Parody, Kids;TV;50;Bandai Namco Pictures;Original
5.93;Drama, Horror, Josei, Supernatural;Special;2;Studio Deen;Manga
5.93;Sci-Fi, Comedy;Special;6;Studio Gokumi;Manga
5.93;Action, Demons, Horror, Supernatural;ONA;1;Science SARU;Manga
5.93;Action, Game, Super Power, Martial Arts;Special;1;Unknown;Game
5.93;Music;Music;1;Unknown;Original
5.93;Action, Adventure, Fantasy;ONA;7;Sublimation;Game
5.93;Dementia, Horror, Supernatural;TV;13;ILCA;Original
5.93;Music;Music;1;Unknown;Original
5.93;Music;ONA;1;Unknown;Unknown
5.92;Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life;TV;24;Brain's Base;Game
5.92;Action, Adventure, Seinen;OVA;1;OLM;Original
5.92;Adventure, Sci-Fi;OVA;3;Studio Pierrot;Game
5.92;Hentai;OVA;2;Unknown;Original
5.92;Demons, Fantasy, Hentai, Horror, Sci-Fi;Movie;1;Unknown;Unknown
5.92;Hentai;OVA;2;Unknown;Visual novel
5.92;Comedy, Ecchi;Special;7;Unknown;Unknown
5.92;Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural;TV;26;Production Reed;Original
5.92;Action, Space, Super Power, Sci-Fi, Shounen;OVA;13;Unknown;Manga
5.92;Slice of Life;Movie;1;Unknown;Unknown
5.92;Fantasy, Hentai;OVA;5;Unknown;Visual novel
5.92;Slice of Life, Fantasy, Comedy;Special;4;Unknown;Unknown
5.92;Action, Adventure, Sci-Fi;Movie;1;Unknown;Unknown
5.92;Parody;Special;9;Sunrise, Bandai Visual;Original
5.92;Game, Drama, Mecha;ONA;4;Unknown;Game
5.92;Comedy, Shoujo;Special;1;J.C.Staff;Unknown
5.92;Drama, Historical, Slice of Life;OVA;1;Toei Animation;Unknown
5.92;Action, Adventure, Comedy, Shounen;TV;49;Ascension;Original
5.92;Kids, Slice of Life, Comedy;OVA;16;Unknown;Unknown
5.92;Sci-Fi, Comedy, Shounen;Special;3;Toei Animation;Manga
5.92;Comedy;ONA;1;Unknown;Original
5.92;Music;Music;1;Unknown;Music
5.92;Music;ONA;1;Composition Inc.;Original
5.92;Music;Music;1;Unknown;Music
5.92;Music;Music;1;Unknown;Music
5.92;Action, Adventure, Comedy, Shounen;TV;51;Ascension;Original
5.92;Sci-Fi, Slice of Life;ONA;1;Unknown;Original
5.92;Comedy, Demons, School;Special;1;Unknown;Original
5.92;Slice of Life, Drama;ONA;1;Wit Studio;Original
5.92;Sports, School;Special;1;PRA;Original
7.03;Comedy, Kids;TV;12;Ajia-Do;Manga
5.91;Adventure, Fantasy, Sci-Fi, Shounen;TV;13;Bee Train, Xebec;Original
5.91;Ecchi, Comedy, Harem, Romance;TV;9;Imagin, Studio Live;Original
5.91;Comedy, Hentai, Parody, Romance;OVA;2;Unknown;Novel
5.91;Romance, School, Shounen Ai;TV;13;Unknown;Visual novel
5.91;Sci-Fi, Adventure, Comedy, Ecchi, Shounen;OVA;1;AIC;Manga
5.91;Hentai;OVA;2;Unknown;Visual novel
5.91;Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi;OVA;3;Unknown;Visual novel
5.91;Space, Horror, Sci-Fi;Movie;1;Studio Pierrot;Original
5.91;Hentai;OVA;2;Unknown;Visual novel
5.91;Comedy, Romance, School;OVA;1;TNK;Visual novel
5.91;Hentai;OVA;3;Unknown;Visual novel
5.91;Fantasy, Mystery, Romance, Shoujo;OVA;1;Studio Pierrot;Light novel
5.91;Action, Mecha, Drama, Sci-Fi;TV;56;Nippon Animation;Manga
5.91;Action, Mecha, Historical;Movie;1;Sunrise;Original
5.91;Drama, Magic;Special;1;P.A. Works;Original
5.91;Hentai;OVA;1;Y.O.U.C;Original
5.91;Drama;Special;1;Unknown;Original
5.91;Romance, Drama, Shounen;Movie;1;Studio Pierrot;Manga
5.91;Music, Fantasy;Music;5;Unknown;Unknown
5.91;Comedy, School, Seinen;TV;12;Unknown;Manga
5.91;Music;Music;1;Unknown;Unknown
5.91;Action, Kids, Super Power;TV;51;Toei Animation;Unknown
5.91;Action, Historical, Seinen;Special;1;Studio Egg;Manga
5.91;Game;TV;51;Xebec, OLM;Unknown
5.91;Historical, Horror, Supernatural;ONA;1;Iyasakadou Film;Unknown
5.91;Hentai;OVA;2;Unknown;Manga
5.91;Action, Sci-Fi, Comedy, Romance, Fantasy, Mecha, School;ONA;6;Haoliners Animation League;Manga
5.91;Dementia, Drama;Movie;1;Unknown;Original
5.91;Sports, School;Special;1;Brain's Base;Novel
5.91;Historical, Demons, Supernatural, Samurai;TV;13;ILCA;Original
5.91;Fantasy, Game, Magic, Music;ONA;1;A-1 Pictures;Game
5.91;Music;Music;1;Unknown;Original
5.91;Music;Music;1;Minakata Laboratory;Music
5.91;Comedy, Fantasy;TV;12;Strawberry Meets Pictures;Original
5.91;Action, Comedy, Parody, Super Power;Special;1;Production IMS;Light novel
5.91;Hentai;OVA;2;Unknown;Manga
5.91;Hentai;OVA;2;Unknown;Manga
5.9;Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power;Movie;1;Toei Animation;Manga
5.9;Hentai;OVA;2;Unknown;Unknown
5.9;Horror, Psychological, Sci-Fi;OVA;3;Unknown;Original
5.9;Hentai, School;OVA;4;Unknown;Visual novel
5.9;Adventure, Fantasy;TV;52;Tatsunoko Production;Unknown
5.9;Action, Sci-Fi, Adventure, Space, Drama, Shounen;Movie;1;Unknown;Unknown
5.9;Action, Military, Historical, Drama;Movie;1;Unknown;Unknown
5.9;Kids;Movie;1;Unknown;Unknown
5.9;Fantasy;OVA;1;Toei Animation;Unknown
5.9;Hentai, Yuri;OVA;2;Unknown;Original
5.9;Comedy, Historical, Parody, Samurai, Seinen;OVA;1;Gathering;4-koma manga
5.9;Slice of Life;TV;30;Kachidoki Studio;Manga
5.9;Parody, Comedy, School, Seinen;TV;13;Unknown;4-koma manga
5.9;Psychological;Movie;1;Unknown;Unknown
5.9;Slice of Life;Special;12;Wit Studio;Original
5.9;Comedy, Parody, School, Seinen;TV;12;Ajia-Do;Manga
5.9;Adventure, Harem, Fantasy;TV;12;Project No.9;Game
5.9;Action;ONA;1;Unknown;Game
5.9;Psychological, Seinen, Supernatural;Special;1;Unknown;Manga
5.9;Music;Music;1;Akatsuki;Original
5.9;Game, Comedy;ONA;1;Unknown;Other
5.9;Comedy;ONA;1;WAO World;Original
5.9;Action, Comedy;ONA;2;Unknown;Game
5.9;Fantasy;ONA;2;Unknown;Light novel
5.9;Hentai, Demons, Martial Arts, Fantasy;OVA;1;Unknown;Visual novel
5.9;Music;Music;1;Unknown;Original
5.9;Adventure;TV;13;Toei Animation;Original
5.89;Comedy, Drama, Harem, Romance, School;TV;13;Arms;Visual novel
5.89;Hentai, Drama, Yaoi;OVA;1;J.C.Staff;Manga
5.89;Adventure, Comedy, Ecchi, Romance, Sci-Fi;TV;13;TNK;Unknown
5.89;Drama, Romance, Shoujo;OVA;1;Madhouse;Manga
5.89;Fantasy, Hentai, Supernatural;OVA;2;Studio Jam;Visual novel
5.89;Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance;OVA;4;Unknown;Unknown
5.89;Drama, Military;Movie;1;Madhouse, Animation Staff Room;Original
5.89;Fantasy;TV;13;Unknown;Unknown
5.89;Sci-Fi, Comedy, Romance;OVA;4;Artland;Original
5.89;Comedy, Fantasy;TV;26;Tatsunoko Production;Unknown
5.89;Sci-Fi, Adventure, Comedy, Mecha;TV;13;Tokyo Movie Shinsha;Original
5.89;Game, Comedy, Ecchi;TV;13;Xebec;Other
5.89;Magic, Shoujo;Movie;1;Toei Animation;Unknown
5.89;Adventure;ONA;1;Studio 4�C;Original
5.89;Supernatural, Historical, Music, Drama;Special;1;Unknown;Novel
5.89;Action, Adventure, Fantasy;Movie;1;Shin-Ei Animation;Original
5.89;Supernatural, Music;Music;1;Unknown;Unknown
5.89;Comedy;Special;3;J.C.Staff;Card game
5.89;Action, Parody, Military, Sci-Fi;Special;1;Studio Fantasia;Unknown
5.89;Magic;OVA;2;J.C.Staff;Game
5.89;Action, Demons, Fantasy, Magic, Supernatural;TV;23;MAPPA;Original
5.89;Kids, Comedy, Supernatural;Special;1;OLM;Unknown
6.63;Comedy, Shounen;TV;12;Production I.G, Nihon Ad Systems;Manga
5.89;Slice of Life;Special;5;TMS Entertainment;Original
5.89;Hentai, Fantasy;OVA;2;Office Takeout;Light novel
5.89;Historical;Movie;1;Unknown;Unknown
5.89;Action, Mecha;Special;1;Unknown;Light novel
5.89;Adventure, Comedy, Mecha;TV;24;Tatsunoko Production;Original
5.89;Drama, Magic;TV;12;J.C.Staff;Game
5.89;Historical, Demons, Supernatural, Samurai;TV;13;ILCA;Original
5.89;Sci-Fi, Comedy, Shounen;Special;1;Unknown;Manga
5.89;Ecchi, Fantasy;ONA;12;Artland, TNK;Other
5.89;Ecchi, Fantasy;Special;7;Artland, TNK;Other
5.89;Comedy, Parody, Magic;Special;1;Unknown;Original
6.51;Adventure, Kids, Fantasy;TV;12;J.C.Staff;Other
5.89;Hentai;OVA;1;Studio 9 MAiami;Manga
5.89;Music;Music;1;Unknown;Original
5.89;Comedy, Magic, Parody;Special;1;Unknown;Original
5.89;Adventure, Comedy, Fantasy;ONA;36;Unknown;Unknown
5.89;Harem, Comedy, Supernatural, Romance, Ecchi, School, Shounen;TV;12;Hoods Entertainment;Manga
5.89;Music, Supernatural;Special;1;Unknown;Original
6.51;Music, Slice of Life, Comedy, Magic, Shoujo;TV;12;Tatsunoko Production;Game
5.88;Hentai;OVA;2;Arms;Visual novel
5.88;Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi;Special;1;Unknown;Visual novel
5.88;Action, Sci-Fi, Mecha;OVA;4;J.C.Staff;Unknown
5.88;Action, Adventure, Sci-Fi;OVA;3;J.C.Staff;Manga
5.88;Space, Mecha, Military, Mystery, Sci-Fi;TV;35;Unknown;Unknown
5.88;Action, Martial Arts, Super Power, Sci-Fi;OVA;2;J.C.Staff, Tatsunoko Production;Unknown
5.88;Comedy;Special;3;Tatsunoko Production;Original
5.88;Hentai;OVA;2;Unknown;Original
5.88;Music, Comedy, Shoujo;Music;1;Unknown;Unknown
5.88;Comedy, Kids;TV;100;Shogakukan Music & Digital Entertainment;Manga
5.88;Hentai;Special;2;Unknown;Unknown
5.88;Hentai;OVA;2;Unknown;Manga
5.88;Fantasy, Romance, Hentai, Drama;OVA;1;Unknown;Visual novel
5.88;Fantasy;Movie;1;Unknown;Picture book
5.88;Adventure;Movie;1;Unknown;Unknown
5.88;Action, Comedy, Mecha, Sci-Fi;TV;58;Tatsunoko Production;Unknown
5.88;Adventure, Comedy, Fantasy, Horror, Supernatural;Movie;1;Toei Animation;Unknown
5.88;Action, Demons, Supernatural, Fantasy;OVA;1;Production I.G, animate Film;Original
5.88;Ecchi;Special;6;Unknown;Unknown
5.88;Hentai;OVA;3;Unknown;Visual novel
5.88;Sci-Fi, Adventure, Kids, Mecha, Shounen;Special;1;Actas;Unknown
5.88;Kids, Adventure;Special;1;Unknown;Unknown
5.88;Comedy, Fantasy, Kids;TV;13;Asahi Production;Unknown
5.88;Comedy, Drama, Mystery;OVA;1;AIC;Novel
5.88;Action, Samurai, Historical, Drama;Movie;1;Gonzo;Original
5.88;Music;Movie;1;Unknown;Unknown
5.88;Action, Adventure, Martial Arts, Shounen;Movie;1;Toei Animation;Manga
5.88;Ecchi, Harem, Romance;OVA;1;Hoods Entertainment;Manga
5.88;Fantasy, Magic, Comedy;Special;13;Gonzo;Game
5.88;Slice of Life, Comedy, Romance, School;ONA;2;A-1 Pictures;Manga
5.88;Action, Adventure, Comedy, Shounen;TV;51;Unknown;Original
5.88;Fantasy, Kids;OVA;1;Unknown;Unknown
5.88;Comedy, Kids, Parody;ONA;2;RG Animation Studios;Original
5.88;Comedy, Magic, Slice of Life;TV;12;Seven;4-koma manga
5.88;Comedy, Mecha, Police, Sci-Fi;TV;12;Production IMS, Orange;Original
5.88;Comedy, Romance, School;ONA;8;Sakura Create;Manga
5.88;Comedy, Magic, Shoujo;TV;52;Unknown;Original
5.88;Music, Dementia, Psychological;Music;1;Unknown;Original
5.88;Sports;Special;1;Zexcs;Original
5.88;Slice of Life, Comedy;TV;12;Zero-G;Web manga
5.88;Music;ONA;2;Unknown;Original
5.88;Action;ONA;3;Studio Ppuri;Game
5.88;Slice of Life, Comedy;TV;12;Gaina;Original
5.88;Action, Mecha;Special;1;Unknown;Manga
5.88;Slice of Life;ONA;2;Unknown;Original
5.88;Fantasy;ONA;2;Trigger, dwarf;Manga
5.88;Harem, Music;Music;1;Unknown;Game
5.88;Action, Music;Special;1;GoHands;Original
6.51;Music, Comedy;TV;12;W-Toon Studio, DMM.futureworks;Original
5.88;Ecchi, Romance;TV;8;Magic Bus;Manga
5.87;Comedy, Ecchi, Magic, Romance, School;OVA;6;Unknown;Manga
5.87;Fantasy, Romance;OVA;2;J.C.Staff;Original
5.87;Action, Comedy, Ecchi, Military, Romance, Sci-Fi;Special;1;Unknown;Unknown
5.87;Comedy, Hentai, Yuri;OVA;3;Unknown;Unknown
5.87;Hentai, Yuri;OVA;7;Unknown;Manga
5.87;Slice of Life, Adventure, Drama;Movie;1;Toei Animation;Unknown
5.87;Fantasy;OVA;4;Unknown;Game
5.87;Hentai;OVA;2;Unknown;Visual novel
5.87;Horror, Demons, Supernatural;TV;26;Studio Comet;Unknown
5.87;Action, Sci-Fi, Space, Super Power;TV;52;Eiken;Unknown
